0,1,0.33,0.02,0.9,0.12,0.17,0.34,0.47,0.29,0.32,0.2,1.0,0.37,0.72,0.34,0.6,0.29,0.15,0.43,0.39,0.4,0.39,0.32,0.27,0.27,0.36,0.41,0.08,0.19,0.1,0.18,0.48,0.27,0.68,0.23,0.41,0.25,0.52,0.68,0.4,0.75,0.75,0.35,0.55,0.59,0.61,0.56,0.74,0.76,0.04,0.14,0.03,0.24,0.27,0.37,0.39,0.07,0.07,0.08,0.08,0.89,0.06,0.14,0.13,0.33,0.39,0.28,0.55,0.09,0.51,0.5,0.21,0.71,0.52,0.05,0.26,0.65,0.14,0.06,0.22,0.19,0.18,0.36,0.35,0.38,0.34,0.38,0.46,0.25,0.04,0.0,0.12,0.42,0.5,0.51,0.64,0.03,0.13,0.96,0.17,0.06,0.18,0.44,0.13,0.94,0.93,0.03,0.07,0.1,0.07,0.02,0.57,0.29,0.12,0.26,0.2,0.06,0.04,0.9,0.5,0.32,0.14,0.2
1,1,0.71,0.15,0.07,1.0,0.41,0.4,0.52,0.35,0.33,0.15,1.0,0.49,0.71,0.16,0.47,0.36,0.4,0.45,0.47,0.33,0.37,0.4,0.22,0.32,0.34,0.38,0.06,0.18,0.33,0.36,0.38,0.32,0.62,0.2,0.29,0.35,0.3,0.41,0.55,0.46,0.46,0.85,0.62,0.56,0.68,0.62,0.83,0.81,0.05,0.3,0.28,0.36,0.43,0.52,0.57,1.0,1.0,1.0,1.0,0.0,0.58,0.88,0.82,0.77,0.79,0.72,0.49,0.91,0.63,0.0,0.06,0.87,0.49,0.1,0.2,0.46,0.05,0.28,0.75,0.74,0.7,0.73,0.67,0.82,0.67,0.58,0.67,0.19,0.07,0.14,1.0,0.35,0.53,0.39,0.62,0.031900823511794525,0.2757276960995788,1.0378311492492756,0.32535790144514065,0.14935089852930564,0.3640151304382615,0.5010573510495737,0.2805759404595185,0.9021907343463683,0.8073706223772028,0.36745494540334633,0.029649969050092564,0.152546767015195,0.4502006509269103,0.08921715123541253,0.5292030103310484,0.3109831356003536,0.02,1.0,1.0,0.3117397053435836,0.03963406299944157,0.846032220499054,0.22186109628783293,0.0,0.24230518645189,0.24
2,1,0.34,0.06,0.93,0.03,0.03,0.39,0.41,0.28,0.58,0.0,0.0,0.18,0.42,0.81,0.49,0.62,0.37,0.41,0.21,0.22,0.21,0.16,0.12,0.46,0.33,0.28,0.03,0.33,0.3,0.37,0.24,0.32,0.42,0.38,0.48,0.48,0.36,0.5,0.34,0.45,0.49,0.38,0.55,0.6,0.61,0.52,0.64,0.71,0.01,0.19,0.0,0.05,0.04,0.03,0.13,0.0,0.0,0.0,0.01,0.95,0.03,0.14,0.12,0.32,0.39,0.22,0.62,0.04,0.53,0.5,0.04,0.76,0.58,0.41,0.47,0.25,0.24,0.44,0.04,0.04,0.05,0.1,0.13,0.14,0.13,0.4,0.2,0.35,0.01,0.0,0.03,0.85,0.6,0.74,0.78,0.11932841899587407,0.12326681766936341,0.8881488735211482,0.17729879479862343,0.11979761574133671,0.2713961538113874,0.4516222704572104,0.06437902574682332,0.7670914792641181,0.5114577281683019,0.38960151436080986,0.014015123418347064,0.06380558971771896,0.1621020922102202,0.041696422379314535,0.47643405772113756,0.3206646962044363,0.04,0.15,0.04,0.060848374908036226,0.10860790596499244,0.6997818172980467,0.5519849233202343,0.0,0.05188166651310514,0.3
3,1,0.53,0.01,0.94,0.2,0.03,0.34,0.39,0.27,0.36,0.02,0.76,0.79,0.77,0.13,0.77,0.44,0.15,0.56,0.75,0.69,0.67,0.38,0.0,0.51,1.0,0.62,0.0,0.04,0.1,0.18,0.58,0.11,0.68,0.42,0.37,0.21,0.66,0.25,0.4,0.25,0.26,0.52,0.88,0.88,0.97,0.74,0.51,0.48,0.0,0.04,0.01,0.15,0.26,0.32,0.3,0.09,0.14,0.15,0.13,0.82,0.04,0.2,0.21,0.57,0.58,0.34,0.89,0.04,0.27,0.5,0.01,0.88,0.86,0.25,0.54,0.33,0.03,0.08,0.5,0.49,0.5,0.8,0.76,0.96,0.8,0.69,0.52,0.65,0.0,0.0,0.26,0.64,0.8,0.74,0.73,0.05700621977493259,0.27487428625549554,1.0444273214058295,0.27591875846258535,0.19128343625334923,0.35491933918320184,0.5022962909292296,0.09414764858187782,0.5762947301488185,0.8732525639768279,0.4079600608452933,0.0729313887256456,0.06991357682225129,0.09872204622191848,0.03984097047119235,0.47926651165510564,0.08435622426285402,0.03,0.09,0.21,0.0495142202925717,0.13164311731083428,0.7530761783301747,0.26012328211237856,0.0,0.17541164182149893,0.07
4,1,0.47,0.01,0.97,0.07,0.02,0.7,0.67,0.63,0.37,0.0,0.0,0.33,0.56,0.28,0.62,0.43,0.21,0.4,0.41,0.34,0.32,0.22,0.37,0.69,0.72,0.35,0.02,0.22,0.16,0.24,0.45,0.19,0.48,0.36,0.77,0.25,0.56,0.38,0.58,0.43,0.43,0.41,0.66,0.73,0.72,0.63,0.53,0.6,0.01,0.11,0.0,0.4,0.35,0.37,0.39,0.08,0.06,0.06,0.06,0.95,0.01,0.12,0.11,0.33,0.49,0.19,0.54,0.06,0.55,0.5,0.01,0.89,0.46,0.27,0.43,0.5,0.12,0.05,0.14,0.14,0.14,0.27,0.29,0.3,0.3,0.45,0.22,0.28,0.0,0.0,0.08,0.58,0.4,0.49,0.45,0.021004399843546438,0.057606644430473926,0.8651695784406939,0.2505561932228788,0.072885390203363,0.13965218538936652,0.1792401450718657,0.15880450479381011,0.8648360993981141,0.5494837503542682,0.36859099317068017,0.04948407826569728,0.0167522004683393,0.05101965296919203,0.08093801877070936,0.5403686425344103,0.4714703644462081,0.03,0.2,0.07,0.1901055632752548,0.1270563789210741,0.6136065865700397,0.061828612409420114,0.0,0.30365542108126403,0.15
5,1,0.37,0.01,0.99,0.02,0.01,0.35,0.38,0.23,0.59,0.0,0.0,0.23,0.38,0.39,0.51,0.64,0.35,0.63,0.24,0.23,0.22,0.23,0.25,0.48,0.2,0.51,0.02,0.32,0.3,0.45,0.16,0.34,0.37,0.78,0.35,0.71,0.25,0.51,0.25,0.47,0.5,0.4,0.65,0.68,0.76,0.59,0.27,0.42,0.0,0.06,0.0,0.18,0.13,0.11,0.09,0.02,0.01,0.01,0.01,0.95,0.01,0.13,0.13,0.38,0.41,0.32,0.66,0.03,0.4,0.5,0.02,0.82,0.64,0.3,0.61,0.27,0.33,0.32,0.07,0.06,0.07,0.13,0.14,0.13,0.17,0.42,0.27,0.26,0.0,0.0,0.04,0.82,0.63,0.82,0.82,0.12983082053907255,0.18735452908463418,0.8515948057368614,0.2749856510958135,0.19359542764643956,0.19222958965116296,0.462949232874958,0.06469671583465876,0.7718432694102518,0.9217994174244359,0.3565475005143346,0.11544558370751175,0.1352533968033548,0.2669201225702511,0.03380546083377647,0.7236696342024298,0.27077747006055397,0.04,0.09,0.0,0.014546831007569996,0.10842281079677628,0.49979830535554615,0.4426878470701346,0.0,0.32036051951022737,0.1
6,1,0.5,0.01,0.98,0.02,0.02,0.31,0.4,0.23,0.25,0.0,0.0,0.6,0.83,0.25,0.63,0.26,0.12,0.31,0.58,0.48,0.46,0.41,0.08,0.39,0.38,0.41,0.0,0.01,0.18,0.27,0.44,0.22,0.81,0.52,0.47,0.27,0.57,0.41,0.35,0.38,0.4,0.47,0.83,0.83,0.79,0.81,0.7,0.82,0.0,0.04,0.0,0.22,0.16,0.19,0.16,0.04,0.02,0.03,0.02,0.94,0.02,0.14,0.15,0.51,0.55,0.29,0.81,0.04,0.38,0.5,0.02,0.57,0.77,0.04,0.74,0.48,0.07,0.23,0.43,0.42,0.39,0.43,0.49,0.6,0.54,0.28,0.63,0.35,0.0,0.0,0.07,0.71,0.68,0.64,0.78,0.05539562303577142,0.29142127756155645,0.9018217938298939,0.17112164695332394,0.0283447705466402,0.178367467919225,0.44452300561871705,0.16222418677606304,0.6684996072661068,0.9317121536502119,0.04068329257330107,0.19445662507752604,0.19443306355182843,0.07399562285098021,0.08133071013254074,0.5984531596722213,0.42847879564414415,0.1,0.02,0.08,0.29699702925590965,0.13331420530608035,0.7748380297714212,0.6925264523573269,0.0,0.3530386337797711,0.02
7,1,0.52,0.29,0.71,0.11,0.09,0.33,0.42,0.24,0.52,0.05,1.0,0.4,0.58,0.07,0.52,0.58,0.24,0.58,0.4,0.33,0.33,0.33,0.27,0.33,0.28,0.34,0.02,0.13,0.27,0.43,0.2,0.23,0.52,0.4,0.33,0.43,0.35,0.38,0.42,0.39,0.4,0.58,0.65,0.63,0.76,0.63,0.35,0.45,0.02,0.27,0.01,0.09,0.13,0.2,0.29,0.03,0.03,0.05,0.06,0.84,0.07,0.34,0.33,0.55,0.6,0.26,0.84,0.09,0.26,0.5,0.01,0.93,0.79,0.45,0.6,0.31,0.15,0.11,0.21,0.19,0.18,0.35,0.37,0.42,0.35,0.52,0.5,0.63,0.0,0.0,0.12,0.52,0.78,0.75,0.75,0.030816732651952023,0.3218865391802075,0.9261921690065671,0.34570205614575644,0.14611413916549706,0.09294943463455499,0.46823498794617285,0.22459633370503532,0.8691879863925489,0.7584090800838569,0.12175062514436404,0.2066976560446738,0.015310661624301634,0.44408367291503814,0.1305389201081309,0.6272159132726138,0.5321962101993368,0.03,0.28,0.29,0.17795319755429337,0.15147306580705278,0.741827708554565,0.6608312561149554,0.0,0.15959143427096276,0.23
8,1,0.48,0.1,0.8,0.06,0.23,0.43,0.46,0.3,0.53,0.0,0.0,0.13,0.35,0.32,0.3,0.67,0.53,0.49,0.13,0.13,0.13,0.16,0.13,0.53,0.19,0.22,0.03,0.61,0.53,0.66,0.16,0.65,0.24,0.63,0.38,0.64,0.28,0.77,0.24,0.62,0.71,0.48,0.57,0.51,0.53,0.57,0.26,0.35,0.01,0.22,0.0,0.25,0.33,0.36,0.51,0.07,0.09,0.09,0.11,0.81,0.09,0.31,0.28,0.45,0.38,0.59,0.54,0.26,0.51,0.5,0.04,0.45,0.59,0.43,0.73,0.48,0.94,0.37,0.02,0.03,0.05,0.1,0.13,0.16,0.17,0.49,0.44,0.57,0.0,0.0,0.12,0.75,0.5,0.66,0.81,0.07439252171806202,0.31491778014341076,1.0297377300355093,0.2473746771103755,0.046562463459322995,0.111553609857712,0.19172140565693419,0.11635663487745737,0.8491598917246805,0.6949818363606048,0.3028148858298249,0.07764336453197476,0.17553079236219277,0.38528353836479734,0.042633147430760854,0.4060680021457658,0.45809830704294113,0.06,0.06,0.04,0.03857652270434555,0.034306225303315854,0.6840431959826789,0.059532968511018164,0.0,0.048589746841840475,0.28
9,1,0.43,0.07,0.86,0.24,0.05,0.4,0.58,0.39,0.24,0.03,0.93,0.74,0.84,0.25,0.75,0.21,0.09,0.31,0.74,0.78,0.8,0.45,0.11,0.42,0.34,0.51,0.0,0.08,0.15,0.15,0.71,0.21,0.73,0.39,0.4,0.13,0.71,0.28,0.52,0.32,0.31,0.4,0.81,0.82,0.86,0.48,0.09,0.24,0.0,0.11,0.01,0.27,0.42,0.45,0.45,0.21,0.29,0.28,0.26,0.79,0.1,0.16,0.16,0.4,0.41,0.31,0.81,0.05,0.47,0.5,0.02,0.76,0.79,0.14,0.14,0.85,0.04,0.06,0.65,0.75,0.83,0.91,0.94,1.0,0.93,0.39,0.81,0.47,0.0,0.0,0.33,0.44,0.4,0.57,0.53,0.001830091694740337,0.19372819600880747,0.8858524233989902,0.16414715348863204,0.14106942522129995,0.2336142230375842,0.43202561737908185,0.16080646781248037,0.48672857203064723,0.8196790432693566,0.07996120018793733,0.03795490956584695,0.11805991765337004,0.36796487743983564,0.0014797818872999916,0.37279871225700734,0.2535850347416009,0.07,0.06,0.31,0.025199196372765967,0.1475074382928525,0.8164739380783224,0.37061002610830956,0.0,0.31793792677640564,0.03
