1.409149860202618010e+00,2.001231556633692232e+00,2.221753496499414560e+00,4.569718643645884981e+00,1.082833008982721168e+00,4.409015575723359781e+00,3.975827257649967361e+00,3.813926554307845329e+00,3.883565131885574395e+00,1.696425772476801264e+00,1.365757469027486959e+00,9.560991765161385159e-01,-9.316227043525279194e-01,1.709171027641081420e+00,6.095094775524367847e-01,2.379820662066867154e+00,4.251570069712547806e+00,3.460754583559945807e+00,1.934313082004860185e+00,4.412603266797294310e+00,0.000000000000000000e+00
1.882640406813550271e+00,8.698497206307369556e-01,2.406979960733252044e-01,1.682224073788758378e+00,-1.622008344882233111e+00,-7.736269803853831339e-01,-5.767631757276775462e-01,-7.283859808945231107e-01,-1.760169467511825125e+00,1.413473558316235890e+00,2.355388814392121777e+00,-9.497144971087659870e-01,1.606554301193685586e+00,1.480863500519998599e+00,-5.316833679640123878e-01,2.903568354171044974e-01,1.992244686732528525e+00,-9.835263935304722205e-01,2.149647421773807632e-01,1.631321878119980084e+00,0.000000000000000000e+00
-2.055967550255526355e+00,-5.797309909888757051e-01,8.862064898346048158e-01,-2.497267721894900205e+00,1.121615969313785044e-01,-1.120246853924205199e+00,-1.604923500719587226e+00,-2.854606550593761227e+00,-3.233584599005976390e-01,-1.860060372598733247e+00,-4.576334301056961262e-01,-3.073362298261345771e+00,-1.190239722556361013e-01,-1.849345378766512615e+00,3.381646992376248217e-01,-2.516212787943350904e+00,-1.766382838115450715e+00,-6.811736040035809570e-01,-1.402373403613437430e+00,-4.353138635969540093e-01,0.000000000000000000e+00
3.840355284283363702e+00,3.944147119001417678e+00,7.410571946391163678e+00,5.462996075875618196e+00,6.918390418803351594e+00,6.534876273691707649e-01,2.768217786652468426e+00,7.236407975907384937e+00,3.192864190691013349e+00,4.738089748845994542e+00,2.943067376318249107e+00,1.937719036316679633e+00,4.010993151701789827e+00,3.543358049740145788e+00,7.229205886004173465e+00,2.335249431926750052e+00,3.780052285792602440e+00,5.033149710672007338e+00,3.605758936633709055e+00,5.212903920430099980e+00,0.000000000000000000e+00
-3.230484763824196026e+00,-3.105315656091087284e+00,-3.981702410197879072e+00,-2.685427729013181164e+00,-1.784596422599884047e+00,-9.019303082878439293e-01,-1.733311184214314959e+00,-1.139193224834922802e+00,8.273647392348071339e-02,-4.159567274666509107e+00,-2.151708371092464933e+00,-2.895792110588498502e+00,-5.132215786340605490e+00,-3.525360504040980114e+00,-4.663556044609942219e+00,-2.979489847355740739e+00,-5.097437335032947159e-01,-1.498996344602284925e+00,-4.235464963784046688e+00,-2.456192376412500433e+00,0.000000000000000000e+00
5.456934206072578064e+00,7.535107555552584380e+00,6.689259336387557653e+00,5.932184987064281323e+00,4.601015527566651109e+00,7.786897380153929404e+00,6.033999589685867804e+00,6.425695037266797804e+00,6.600106228236631623e+00,7.935002040694148384e+00,8.056686464884990073e+00,8.180526486262385433e+00,6.943176702124501887e+00,7.104089791832356227e+00,6.503739266264924268e+00,5.947068796677326574e+00,5.835360839463624494e+00,7.217793034087423010e+00,7.340948870042637964e+00,7.953901297658051206e+00,0.000000000000000000e+00
-8.458605568003461084e-01,1.843348141816032459e+00,3.205926176030597041e+00,1.020828548851859363e+00,2.262061063143323558e+00,2.236291465732104022e+00,4.257094114370153726e+00,1.386945557268521423e+00,3.978027113150339744e+00,5.305051568455199096e-02,-1.459115616426913675e-01,2.358010398141721975e+00,1.383802719676076487e+00,4.304307129581851576e+00,4.439622312942329785e+00,4.997242937920278738e-01,1.764700565846007319e+00,1.525608925784882386e+00,1.079890735337866392e+00,1.802739282335977355e+00,0.000000000000000000e+00
1.642675463687409021e+00,1.034729780309001423e+00,5.002151464092492450e-01,-5.274687868569263305e-01,2.332832133130636088e+00,5.578799116987324114e-01,-7.355728370879066613e-01,1.528650696129642661e+00,9.433573148110538931e-01,1.540240826534814422e+00,9.773632753631544823e-02,1.498347611310851590e+00,-7.447550886569331841e-01,-1.036000308145533344e+00,1.328715230982267181e+00,2.671416156248223039e-01,1.109019171199811193e+00,6.483853640682535335e-01,9.667729320892812783e-01,-1.480888045599899394e+00,1.000000000000000000e+00
3.285031506407584345e+00,1.264326188517328031e+00,3.577854229129116881e+00,2.634758237304815509e+00,-3.258958257714013040e-01,2.508033612343297136e+00,2.557574873335780374e+00,3.469735893332699384e+00,5.200190461268268116e+00,1.755770131832085745e+00,1.322389517468768094e+00,3.581056104327066336e+00,2.244519789750102579e+00,2.940954384789321807e+00,1.909862170741607690e+00,1.667514746521572278e+00,2.954484568400474576e+00,2.401370412856643988e+00,3.824146813750508578e-01,1.859500846250655481e+00,1.000000000000000000e+00
2.038248146921709303e+00,-1.018479331087532636e+00,-2.901526098370196038e+00,-1.292519554517073344e+00,-6.314089596171879037e-02,1.222137637561622192e+00,-2.277752937560354241e+00,-8.364323559080233395e-01,-6.324831043191094793e-01,2.154412245999086206e+00,-1.665326178157065184e+00,8.314094033579683130e-01,-3.478653477645765602e-01,-2.083667009300471662e-01,-9.470825837900131994e-02,2.964482842387589301e+00,1.235119558649592886e+00,1.244962346697575217e+00,-1.165377575936610288e-01,2.020577550255485022e+00,1.000000000000000000e+00
-2.404104386760853584e-01,-4.101038554162305338e+00,-8.231899264141663508e+00,-4.501884457721000210e+00,-5.953536896837599457e+00,-3.589709017808498270e+00,-6.962873231554422837e+00,-1.585756870529456020e+00,-2.936364645372827376e+00,-4.478469265773180830e+00,-5.344499403833893325e+00,-4.535630996490828792e+00,-5.724910231581859854e+00,-6.779194128648376783e+00,-7.470616280040092150e+00,-3.931563438240323283e+00,-4.406407061118248869e+00,-1.356374419236890727e+00,-7.120302371585673029e+00,-5.235961258708437427e+00,0.000000000000000000e+00
